Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes,Bias arising from the randomization process (judgement),Bias arising from the randomization process (support),Bias due to deviations from intended interventions (judgement),Bias due to deviations from intended interventions (support),Bias due to missing outcome data (judgement),Bias due to missing outcome data (support),Bias in measurement of the outcome (judgement),Bias in measurement of the outcome (support),Bias in selection of the reported result (judgement),Bias in selection of the reported result (support),Overall bias (judgement),Overall bias (support)
3,4,Sensitivity analysis: eczema by 10 years of age by definition of allergic disease,Eczema,1,SUBGROUP_AND_OVERALL,Kalliomaki 2001,2001,0.0,0.0,0.0,0.0,27,64,0.0,0.0,45,68,0.0,0.0,12.065541,0.6375,0.456778,0.889724,,Some concerns,"<p>Computer-generated, random assignment. Details of allocation concealment are not specified.</p><p>Potentially clinically significant although not statistically significant differences between groups after randomisation (placebo compared with probiotic): Parental smoking 21% compared with 12%; Furry pet at home 11% compared with 21%; boys 52% compared with 64%; Cord blood IgE &gt; 0.5 kU/L 30% compared with 40%. Groups were otherwise well balanced.</p>",Low risk,"<p>Placebo used. Lactobacillus GG and placebo capsules and contents looked, smelled, and tasted identical.</p><p>Quote: ""The physician who did the physical examinations, diagnoses of atopic disease, and antiasthma treatments was unaware of the contents of the capsules"".</p>",Some concerns,"<p>Losses to follow up: 27/159 (17%) lost; at 2 years, probiotic group n = 64, placebo group n = 68. Losses at 1 year reported to be due to non-compliance. 107/159 (67%), 33% loss to follow up completed follow up at 4 years. Followed up at 7 years: 116/159 (73%); probiotic group n = 53, placebo group n = 62. Does not report whether dropouts were related to specific outcomes nor the reason for missing data.</p>",Some concerns,<p>Reported primary outcome measure was atopic disease at 2 years. Specific definitions for allergy reported. Reporting of outcomes at multiple time points. Primary outcomes were measured using validated methods.</p>,Low risk,"<p>Pre-planned analyses provided, although no specification of whether there were any deviations from the planned analysis. NCT06035835.</p>",Some concerns,"<p>The study is judged to raise some concerns in at least one domain for this result, but not to be at high risk of bias for any domain.</p>"
3,4,Sensitivity analysis: eczema by 10 years of age by definition of allergic disease,Eczema,1,SUBGROUP_AND_OVERALL,Lau 2012,2012,0.0,0.0,0.0,0.0,89,303,0.0,0.0,97,303,0.0,0.0,17.14684,0.917526,0.722039,1.165939,,Some concerns,"<p>Study randomisation was assigned by simple randomisation done centrally at SymbioPharm. Every participant was given a randomisation number in ascending order according to the date of appearance at the study site.</p><p>Well-balanced groups, similar baseline characteristics.</p><p>Quote: ""Allocation concealment was provided"". Details of allocation concealment were not specified.</p>",Low risk,"<p>Placebo used. Participants were blinded. Bottles were filled in fully randomised order, and blinding was complete for the study personnel. Unblinding was performed in November 2010.</p>",High risk,"<p>Lost to follow-up: 119/606 (20%). Discontinued due to adverse events n = 24 but no details of whether adverse events were related to study outcomes or not, failure to return during intervention phase n = 8, at parent's request during intervention phase n = 48. 39 participants lost to follow-up during follow-up phase.</p><p>526/606 (13% loss to follow-up) participants completed the study to 7 months of age. 487/606 participants completed the study to 3 years of age.</p>",Low risk,<p>Specific definitions for outcomes described as part of the diagnostic criteria. Primary outcomes were measured with validated and appropriate methods.</p>,Some concerns,<p>No description of pre-specified analysis. ISRCTN60475069.</p>,High risk,<p>The study is judged to have some concerns for multiple domains in a way that substantially lowers confidence in the result.</p>
3,4,Sensitivity analysis: eczema by 10 years of age by definition of allergic disease,Eczema,1,SUBGROUP_AND_OVERALL,Niers 2009,2009,0.0,0.31620143893307945,0.0,0.0,13,39,0.0,0.0,14,44,0.0,0.09998334998334998,4.815095,1.047619,0.563705,1.946949,,Some concerns,<p>Block randomisation with a block size of 10 was used. Method of sequence generation not reported. Statistically significant imbalance between groups in frequency of pets at home.</p><p>Study investigators ensured that randomisation was successful with placebo and intervention groups being equal with respect to potential risk factors and confounders. Allocation concealment method not described. 54/156 excluded after randomisation as met exclusion criteria.</p>,Low risk,"<p>Placebo consisted of the carrier of the probiotic bacteria mixture - rice starch and maltodextrin. Both supplements were dispensed as a stable powder in identical individually packed sachets containing 3 g of material.</p><p>Double Blind (Participant, Caregiver, Investigator, Outcomes Assessor).</p>",Some concerns,"<p>58/156 (37%) post-randomisation losses - 54 exclusion criteria, 21 parental requests, 8 (all control group) excluded due to non-compliance. Completed study at 2 years: probiotic group 50/78 (64%); placebo group 48/78 (62%). 83 participants of the former P and A study participated in the follow-up study at the age of 6 years: probiotic group 39, placebo group 44.&nbsp;</p><p>High drop-out rate, although described to not be related to study intervention.</p>",Low risk,"<p>Primary outcomes: Incidence and severity of atopic disease at the age of 2 years. Incidence and prevalence of eczema at 2 years. Specific definitions for allergic disease or food hypersensitivity, or both, reported. Not all infants with parental reported eczema examined by physician.</p>",Some concerns,<p>No prespecified analysis plan. NCT00200954.</p>,High risk,<p>The study is judged to have some concerns for multiple domains in a way that substantially lowers confidence in the result.</p>
3,4,Sensitivity analysis: eczema by 10 years of age by definition of allergic disease,Eczema,1,SUBGROUP_AND_OVERALL,Scalabrin 2009,2009,0.0,0.2797973228776199,0.0,0.0,30,68,0.0,0.0,11,32,0.0,0.07828654188948306,5.897187,1.283422,0.741661,2.220923,,Some concerns,"<p>Study sponsor created a computer-generated, gender-stratified randomisation schedule, provided in sealed consecutively numbered envelopes, for each study site. On infant enrolment, study formula was assigned by opening the next sequential envelope from the appropriate set at the study site. Demographics and characteristics including family history of allergy were similar for infants in all groups at enrollment.</p><p>Parents or guardians provided written informed consent prior to enrolment. Details of allocation concealment not provided.</p>",Some concerns,"<p>Study formulas, each designated by 2 unique codes known only to the sponsor, were dispensed to parents. Double blinded study. Details of blinding not reported.</p>",Some concerns,"<p>18/253 (7%) did not complete study - 11 for non-formula related reasons, 2 for congenital birth defect, 4 loss to follow up and 1 for eczema. 183/289 participants completed the 5-year follow-up study; 106/289 (37%) loss to follow-up. Loss to follow-up reasons were similar across both groups.</p><p>Large number of loss to follow up in 5 year follow-up study.</p>",Low risk,<p>Definitions of primary and secondary outcomes prespecified. Validated methods of measurement were used to measure outcomes (e.g. SCORAD).&nbsp;</p>,Low risk,"<p>Pre-specified analysis plan provided, although no description of whether there were any deviations from the pre-specified plan. NCT00655720.</p>",High risk,<p>The study is judged to have some concerns for multiple domains in a way that substantially lowers confidence in the result.</p>
3,4,Sensitivity analysis: eczema by 10 years of age by definition of allergic disease,Eczema,1,SUBGROUP_AND_OVERALL,Soh 2009,2009,0.0,0.0,0.0,0.0,31,124,0.0,0.0,38,121,0.0,0.0,9.410038,0.796053,0.532095,1.190951,,Some concerns,<p>Sequential computerised randomisation in blocks of 6. Allocation concealment was not specified.&nbsp;</p><p>Well balanced groups after randomisation. No significant differences in the baseline demographics and family history of allergic disease between the participants who completed follow-up and those who were lost to follow-up. Participants in the probiotic group and placebo group that completed the 5 year follow-up did not differ significantly in environmental factors.</p><p>Allocation concealment not specified.&nbsp;</p><p>A large number of participants (208/266) continued to consume probiotics of their own accord in the form of milk formula/food/supplements with probiotics. The investigators noted that this was statistically associated with a reduced incidence of asthma and allergic rhinitis at the age of 5 years.</p>,Low risk,"<p>The formula feeds (test and control) tasted and appeared identical.<br>Mothers (caregivers), doctors, nurses and statisticians involved in the trial were blinded to milk formula allocation.</p>",Low risk,"<p>8/253 withdrew before follow-up. 10 participants dropped out (probiotic group = 2, placebo group = 8). Analysed at 1 year: probiotic group n = 124, placebo group n = 121). Loss to follow-up: 18/253 (7%). 220/253 (87%) participants completed follow-up until 5 years. Small number of drop outs.</p>",Low risk,<p>Primary clinical outcome measure was the incidence of eczema in 1st year; secondary outcome measure allergen sensitisation. Specific definitions for allergy reported.</p>,Some concerns,"<p>Pre-specified analysis plan was not found for follow up at 1yr. Pre-specified analysis plan available for follow up at 5 and 7 years, although no indication of whether there was any deviation from pre-specified plan. NCT00318695, NCT00365469, NCT00826189.</p>",Some concerns,"<p>The study is judged to raise some concerns in at least one domain for this result, but not to be at high risk of bias for any domain.</p>"
3,4,Sensitivity analysis: eczema by 10 years of age by definition of allergic disease,Eczema,1,SUBGROUP_AND_OVERALL,Taylor 2006,2006,0.0,0.0,0.0,0.0,31,74,0.0,0.0,25,76,0.0,0.0,8.917509,1.273514,0.838037,1.93528,,Some concerns,"<p>Computerised randomisation schedule with allocation and dispensing by pharmacy. Groups were stratified and block-randomised according to maternal allergy (asthma compared with other allergies); parity (first child compared with 2 or more children); and paternal allergy (allergy compared with no allergy).</p><p>Recruitment before randomisation. Allocation completed by external personnel, independent from the investigators. Significant differences were seen with birth length (P = 0.013) and birth head circumference (P = 0.023) between the 2 groups as analysed. Other baseline characteristics between groups were balanced with no significant differences reported.</p>",Low risk,"<p>Placebo supplements were image-matched, and participants, research scientists, and paediatrician remained blinded for the duration of the study. Randomisation and allocation of supplements occurred at a separate area from participant recruitment. Supplements were dispensed to participants by persons independent from the allocation process.</p>",Some concerns,"<p>Losses to follow up: 8/226 withdrew prior to receiving allocation. 40/226 discontinued intervention: 2 due to non-compliance/found study too demanding, 4 due to colic or apparent abdominal discomfort in the baby, 2 due to postnatal depression, 4 due to unrelated infant health problems, 2 due to infant refusing to take supplement. 178/226 analysed at 6 and 12 months (probiotic group n = 89, placebo group n = 89) with 48/226 (21%) loss to follow-up/discontinued at 12 months. Additional control infant not reported for atopic eczema. 153/226 analysed at 2.5-year assessment with 73/226 (32%) loss to follow-up at 2.5 years. 123/226 analysed at 5-year assessment (probiotic group n = 66, placebo group n = 57) with 103/226 (45%) loss to follow-up.</p><p>High number of dropouts at 5 year assessment. Dropout rate was described to be not related to health outcomes.</p>",Low risk,"<p>Primary outcome atopic dermatitis and food allergy at 6 and 12 months and evidence of allergen sensitisation at 12 months age. Children were clinically evaluated at 5 years of age, including a detailed history, allergy skin prick testing and physical examinations. Specific definitions for allergy reported. Clinical outcomes were evaluated by the same paediatrician at 5 years of age as at the earlier visits (Prof SL Prescott).</p>",Some concerns,<p>No pre-specified analysis plan found. No clinical trial registry number found.</p>,High risk,<p>The study is judged to have some concerns for multiple domains in a way that substantially lowers confidence in the result.</p>
3,4,Sensitivity analysis: eczema by 10 years of age by definition of allergic disease,Eczema,1,SUBGROUP_AND_OVERALL,Wickens 2008,2008,0.0,0.0,0.0,0.0,123,309,0.0,0.0,82,156,0.0,0.0,19.674471,0.757282,0.618438,0.927297,,Low risk,"<p>Performed by clinical trials pharmacist, stratified by study centre and performed in blocks of 15 according to a computer-generated randomisation list.</p><p>Well-balanced after randomisation. Differences in participation rates at 11 years by outcomes at 6 years were not significant between study groups.</p><p>At enrollment assigned to next sequential study number. Allocation of supplements were performed by external personnel not associated with participants.</p>",Low risk,"<p>All study nurses and participants were blind to treatment assignment for the duration of the study. To evaluate the efficacy of the blinding, the final questionnaire asked participants to indicate whether they believed they were in a probiotic or placebo group.</p>",Low risk,"<p>Losses to follow up: 66/512 (13%). Loss to follow-up prebirth n = 7, not meeting birth criteria n = 31, lost to follow-up n = 28. 35 discontinuation of intervention. 422/512 participants responded to the 6 year follow up (loss to follow up: 90/512 (18%)); L. rhamnosus group n = 134, B. lactis group n = 144, placebo group n = 144. 342/512 participants completed questionnaire at 11 year follow up (loss to follow up: 170/512 (33%); L. rhamnosus group n = 109, B. lactis group n = 118, placebo group n = 115.</p><p>Loss to follow-up and drop out were due to sickness in mother, infant, time management, relocation, unable to be contacted, opposed capsules or declined contact. Reasons were not related to health outcomes measured.</p>",Low risk,"<p>Primary outcome cumulative prevalence of eczema by 2 years. Specific definitions for eczema and allergic disease reported.</p><p>The research staff were trained in determining eczema by using an internationally recognised training manual for defining atopic eczema (SCORAD). This occurred for all participants regardless of whether they had been diagnosed with eczema. Allergy testing was performed by the study nurse, using a panel of allergens shown to detect 90% of atopic children at 15 months.</p>",Low risk,<p>Pre-specified analysis plan provided. ACTRN12607000518460.</p>,Low risk,<p>The study is judged to be at low risk of bias for all domains for this result.</p>
3,4,Sensitivity analysis: eczema by 10 years of age by definition of allergic disease,Atopic eczema,2,SUBGROUP_AND_OVERALL,Abrahamsson 2007,2007,0.0,0.0,0.0,0.0,20,81,0.0,0.0,22,81,0.0,0.0,6.395559,0.909091,0.53973,1.531223,,Low risk,"<p>Randomisation was stratified for each study centre. Each centre was provided an allocation list with unique identification numbers for each participant. Groups well balanced.</p><p>Randomised before delivery. Before the delivery, each bottle was labelled and randomly mixed by an independent contract manufacturer.</p>",Low risk,"<p>Randomised before delivery. Before the delivery, each bottle was labelled and randomly mixed by an independent contract manufacturer.</p><p>Placebo used. Daily intake 5 oil droplets. The placebo consisted of the same oil without any bacteria and was not possible to differentiate from the active product by smell, taste, or visual appearance.</p><p>Placebo used. Quote: ""none of the investigators or the pharmacies at the trial sites has access to the code.""</p>",Low risk,"<p>Losses to follow up: but excluded if admitted to neonatal ward, declined participation or poor compliance. Exclusions included discontinued before delivery (5), admitted to neonatal ward (18), declined participation after randomisation (19) or non-compliers with treatment (2). Reason for missing data is not related to participant outcomes. Completed study at 2 years: probiotic group 95/117 (81%); placebo group 93/115 (81%). 184 (79%) families with allergic disease completed follow-up study at 7 years: probiotic group 94; placebo group 90.</p>",Low risk,<p>The aim of the current study was to assess the effect of oral supplementation with L reuteri in infancy on eczema development and sensitisation during the first 2 years of life. Specific definitions for outcomes described as part of the diagnostic criteria.</p>,Low risk,"<p>Planned analyses provided, although no specification of whether there were any deviations from the planned analysis. NCT01285830.</p>",Low risk,<p>The study is judged to be at low risk of bias for all domains for this result.</p>
3,4,Sensitivity analysis: eczema by 10 years of age by definition of allergic disease,Atopic eczema,2,SUBGROUP_AND_OVERALL,Taylor 2006,2006,0.0,0.3390201181683409,0.0,0.0,17,75,0.0,0.0,12,72,0.0,0.1149346405228758,4.274593,1.36,0.699785,2.643099,,Some concerns,"<p>Computerised randomisation schedule with allocation and dispensing by pharmacy. Groups were stratified and block-randomised according to maternal allergy (asthma compared with other allergies); parity (first child compared with 2 or more children); and paternal allergy (allergy compared with no allergy).</p><p>Recruitment before randomisation. Allocation completed by external personnel, independent from the investigators. Significant differences were seen with birth length (P = 0.013) and birth head circumference (P = 0.023) between the 2 groups as analysed. Other baseline characteristics between groups were balanced with no significant differences reported.</p>",Low risk,"<p>Placebo supplements were image-matched, and participants, research scientists, and paediatrician remained blinded for the duration of the study. Randomisation and allocation of supplements occurred at a separate area from participant recruitment. Supplements were dispensed to participants by persons independent from the allocation process.</p>",Some concerns,"<p>Losses to follow up: 8/226 withdrew prior to receiving allocation. 40/226 discontinued intervention: 2 due to non-compliance/found study too demanding, 4 due to colic or apparent abdominal discomfort in the baby, 2 due to postnatal depression, 4 due to unrelated infant health problems, 2 due to infant refusing to take supplement. 178/226 analysed at 6 and 12 months (probiotic group n = 89, placebo group n = 89) with 48/226 (21%) loss to follow-up/discontinued at 12 months. Additional control infant not reported for atopic eczema. 153/226 analysed at 2.5-year assessment with 73/226 (32%) loss to follow-up at 2.5 years. 123/226 analysed at 5-year assessment (probiotic group n = 66, placebo group n = 57) with 103/226 (45%) loss to follow-up.</p><p>High number of dropouts at 5 year assessment. Dropout rate was described to be not related to health outcomes.</p>",Low risk,"<p>Primary outcome atopic dermatitis and food allergy at 6 and 12 months and evidence of allergen sensitisation at 12 months age. Children were clinically evaluated at 5 years of age, including a detailed history, allergy skin prick testing and physical examinations. Specific definitions for allergy reported. Clinical outcomes were evaluated by the same paediatrician at 5 years of age as at the earlier visits (Prof SL Prescott).</p>",Some concerns,<p>No pre-specified analysis plan found. No clinical trial registry number found.</p>,High risk,<p>The study is judged to have some concerns for multiple domains in a way that substantially lowers confidence in the result.</p>
3,5,Sensitivity analysis: asthma by 10 years of age by risk of bias,,,SUBGROUP_AND_OVERALL,Abrahamsson 2007,2007,0.0,0.0,0.0,0.0,17,94,0.0,0.0,15,90,0.0,0.0,100.0,1.085106,0.577179,2.040019,,Low risk,"<p>Randomisation was stratified for each study centre. Each centre was provided an allocation list with unique identification numbers for each participant. Groups well balanced.</p><p>Randomised before delivery. Before the delivery, each bottle was labelled and randomly mixed by an independent contract manufacturer.</p>",Low risk,"<p>Randomised before delivery. Before the delivery, each bottle was labelled and randomly mixed by an independent contract manufacturer.</p><p>Placebo used. Daily intake 5 oil droplets. The placebo consisted of the same oil without any bacteria and was not possible to differentiate from the active product by smell, taste, or visual appearance.</p><p>Placebo used. Quote: ""none of the investigators or the pharmacies at the trial sites has access to the code.""</p>",Low risk,"<p>Losses to follow up: but excluded if admitted to neonatal ward, declined participation or poor compliance. Exclusions included discontinued before delivery (5), admitted to neonatal ward (18), declined participation after randomisation (19) or non-compliers with treatment (2). Reason for missing data is not related to participant outcomes. Completed study at 2 years: probiotic group 95/117 (81%); placebo group 93/115 (81%). 184 (79%) families with allergic disease completed follow-up study at 7 years: probiotic group 94; placebo group 90.</p>",Low risk,<p>The aim of the current study was to assess the effect of oral supplementation with L reuteri in infancy on eczema development and sensitisation during the first 2 years of life. Specific definitions for outcomes described as part of the diagnostic criteria.</p>,Low risk,"<p>Planned analyses provided, although no specification of whether there were any deviations from the planned analysis. NCT01285830.</p>",Low risk,<p>The study is judged to be at low risk of bias for all domains for this result.</p>
3,6,Sensitivity analysis: eczema by 10 years of age by risk of bias,,,SUBGROUP_AND_OVERALL,Abrahamsson 2007,2007,0.0,0.0,0.0,0.0,39,94,0.0,0.0,36,90,0.0,0.0,39.449268,1.037234,0.731809,1.47013,,Low risk,"<p>Randomisation was stratified for each study centre. Each centre was provided an allocation list with unique identification numbers for each participant. Groups well balanced.</p><p>Randomised before delivery. Before the delivery, each bottle was labelled and randomly mixed by an independent contract manufacturer.</p>",Low risk,"<p>Randomised before delivery. Before the delivery, each bottle was labelled and randomly mixed by an independent contract manufacturer.</p><p>Placebo used. Daily intake 5 oil droplets. The placebo consisted of the same oil without any bacteria and was not possible to differentiate from the active product by smell, taste, or visual appearance.</p><p>Placebo used. Quote: ""none of the investigators or the pharmacies at the trial sites has access to the code.""</p>",Low risk,"<p>Losses to follow up: but excluded if admitted to neonatal ward, declined participation or poor compliance. Exclusions included discontinued before delivery (5), admitted to neonatal ward (18), declined participation after randomisation (19) or non-compliers with treatment (2). Reason for missing data is not related to participant outcomes. Completed study at 2 years: probiotic group 95/117 (81%); placebo group 93/115 (81%). 184 (79%) families with allergic disease completed follow-up study at 7 years: probiotic group 94; placebo group 90.</p>",Low risk,<p>The aim of the current study was to assess the effect of oral supplementation with L reuteri in infancy on eczema development and sensitisation during the first 2 years of life. Specific definitions for outcomes described as part of the diagnostic criteria.</p>,Low risk,"<p>Planned analyses provided, although no specification of whether there were any deviations from the planned analysis. NCT01285830.</p>",Low risk,<p>The study is judged to be at low risk of bias for all domains for this result.</p>
3,6,Sensitivity analysis: eczema by 10 years of age by risk of bias,,,SUBGROUP_AND_OVERALL,Wickens 2008,2008,0.0,0.0,0.0,0.0,123,309,0.0,0.0,82,156,0.0,0.0,60.550732,0.757282,0.618438,0.927297,,Low risk,"<p>Performed by clinical trials pharmacist, stratified by study centre and performed in blocks of 15 according to a computer-generated randomisation list.</p><p>Well-balanced after randomisation. Differences in participation rates at 11 years by outcomes at 6 years were not significant between study groups.</p><p>At enrollment assigned to next sequential study number. Allocation of supplements were performed by external personnel not associated with participants.</p>",Low risk,"<p>All study nurses and participants were blind to treatment assignment for the duration of the study. To evaluate the efficacy of the blinding, the final questionnaire asked participants to indicate whether they believed they were in a probiotic or placebo group.</p>",Low risk,"<p>Losses to follow up: 66/512 (13%). Loss to follow-up prebirth n = 7, not meeting birth criteria n = 31, lost to follow-up n = 28. 35 discontinuation of intervention. 422/512 participants responded to the 6 year follow up (loss to follow up: 90/512 (18%)); L. rhamnosus group n = 134, B. lactis group n = 144, placebo group n = 144. 342/512 participants completed questionnaire at 11 year follow up (loss to follow up: 170/512 (33%); L. rhamnosus group n = 109, B. lactis group n = 118, placebo group n = 115.</p><p>Loss to follow-up and drop out were due to sickness in mother, infant, time management, relocation, unable to be contacted, opposed capsules or declined contact. Reasons were not related to health outcomes measured. Childhood incidence only included data from 6 year follow-up .</p>",Low risk,"<p>Primary outcome cumulative prevalence of eczema by 2 years. Specific definitions for eczema and allergic disease reported.</p><p>The research staff were trained in determining eczema by using an internationally recognised training manual for defining atopic eczema (SCORAD). This occurred for all participants regardless of whether they had been diagnosed with eczema. Allergy testing was performed by the study nurse, using a panel of allergens shown to detect 90% of atopic children at 15 months.</p>",Low risk,<p>Pre-specified analysis plan provided. ACTRN12607000518460.</p>,Low risk,<p>The study is judged to be at low risk of bias for all domains for this result.</p>
3,7,Subgroup analysis: eczema by 10 years of age by risk of allergy,Infant at high risk of allergy or food hypersensitivity,1,SUBGROUP_AND_OVERALL,Abrahamsson 2007,2007,0.0,0.0,0.0,0.0,39,94,0.0,0.0,36,90,0.0,0.0,13.633113,1.037234,0.731809,1.47013,,Low risk,"<p>Randomisation was stratified for each study centre. Each centre was provided an allocation list with unique identification numbers for each participant. Groups well balanced.</p><p>Randomised before delivery. Before the delivery, each bottle was labelled and randomly mixed by an independent contract manufacturer.</p>",Low risk,"<p>Randomised before delivery. Before the delivery, each bottle was labelled and randomly mixed by an independent contract manufacturer.</p><p>Placebo used. Daily intake 5 oil droplets. The placebo consisted of the same oil without any bacteria and was not possible to differentiate from the active product by smell, taste, or visual appearance.</p><p>Placebo used. Quote: ""none of the investigators or the pharmacies at the trial sites has access to the code.""</p>",Low risk,"<p>Losses to follow up: but excluded if admitted to neonatal ward, declined participation or poor compliance. Exclusions included discontinued before delivery (5), admitted to neonatal ward (18), declined participation after randomisation (19) or non-compliers with treatment (2). Reason for missing data is not related to participant outcomes. Completed study at 2 years: probiotic group 95/117 (81%); placebo group 93/115 (81%). 184 (79%) families with allergic disease completed follow-up study at 7 years: probiotic group 94; placebo group 90.</p>",Low risk,<p>The aim of the current study was to assess the effect of oral supplementation with L reuteri in infancy on eczema development and sensitisation during the first 2 years of life. Specific definitions for outcomes described as part of the diagnostic criteria.</p>,Low risk,"<p>Planned analyses provided, although no specification of whether there were any deviations from the planned analysis. NCT01285830.</p>",Low risk,<p>The study is judged to be at low risk of bias for all domains for this result.</p>
3,7,Subgroup analysis: eczema by 10 years of age by risk of allergy,Infant at high risk of allergy or food hypersensitivity,1,SUBGROUP_AND_OVERALL,Kalliomaki 2001,2001,0.0,0.0,0.0,0.0,27,64,0.0,0.0,45,68,0.0,0.0,14.435134,0.6375,0.456778,0.889724,,Some concerns,"<p>Computer-generated, random assignment. Details of allocation concealment are not specified.</p><p>Potentially clinically significant although not statistically significant differences between groups after randomisation (placebo compared with probiotic): Parental smoking 21% compared with 12%; Furry pet at home 11% compared with 21%; boys 52% compared with 64%; Cord blood IgE &gt; 0.5 kU/L 30% compared with 40%. Groups were otherwise well balanced.</p>",Low risk,"<p>Placebo used. Lactobacillus GG and placebo capsules and contents looked, smelled, and tasted identical.</p><p>Quote: ""The physician who did the physical examinations, diagnoses of atopic disease, and antiasthma treatments was unaware of the contents of the capsules"".</p>",Some concerns,"<p>Losses to follow up: 27/159 (17%) lost; at 2 years, probiotic group n = 64, placebo group n = 68. Losses at 1 year reported to be due to non-compliance. 107/159 (67%), 33% loss to follow up completed follow up at 4 years. Followed up at 7 years: 116/159 (73%); probiotic group n = 53, placebo group n = 62. Does not report whether dropouts were related to specific outcomes nor the reason for missing data.</p>",Some concerns,<p>Reported primary outcome measure was atopic disease at 2 years. Specific definitions for allergy reported. Reporting of outcomes at multiple time points. Primary outcomes were measured using validated methods.</p>,Low risk,"<p>Pre-planned analyses provided, although no specification of whether there were any deviations from the planned analysis. NCT06035835.</p>",Some concerns,"<p>The study is judged to raise some concerns in at least one domain for this result, but not to be at high risk of bias for any domain.</p>"
3,7,Subgroup analysis: eczema by 10 years of age by risk of allergy,Infant at high risk of allergy or food hypersensitivity,1,SUBGROUP_AND_OVERALL,Lau 2012,2012,0.0,0.0,0.0,0.0,89,303,0.0,0.0,97,303,0.0,0.0,20.625348,0.917526,0.722039,1.165939,,Some concerns,"<p>Study randomisation was assigned by simple randomisation done centrally at SymbioPharm. Every participant was given a randomisation number in ascending order according to the date of appearance at the study site.</p><p>Well-balanced groups, similar baseline characteristics.</p><p>Quote: ""Allocation concealment was provided"". Details of allocation concealment were not specified.</p>",Low risk,"<p>Placebo used. Participants were blinded. Bottles were filled in fully randomised order, and blinding was complete for the study personnel. Unblinding was performed in November 2010.</p>",High risk,"<p>Lost to follow-up: 119/606 (20%). Discontinued due to adverse events n = 24 but no details of whether adverse events were related to study outcomes or not, failure to return during intervention phase n = 8, at parent's request during intervention phase n = 48. 39 participants lost to follow-up during follow-up phase.</p><p>526/606 (13% loss to follow-up) participants completed the study to 7 months of age. 487/606 participants completed the study to 3 years of age.</p>",Low risk,<p>Specific definitions for outcomes described as part of the diagnostic criteria. Primary outcomes were measured with validated and appropriate methods.</p>,Some concerns,<p>No description of pre-specified analysis. ISRCTN60475069.</p>,High risk,<p>The study is judged to have some concerns for multiple domains in a way that substantially lowers confidence in the result.</p>
3,7,Subgroup analysis: eczema by 10 years of age by risk of allergy,Infant at high risk of allergy or food hypersensitivity,1,SUBGROUP_AND_OVERALL,Niers 2009,2009,0.0,0.0,0.0,0.0,13,39,0.0,0.0,14,44,0.0,0.0,5.716856,1.047619,0.563705,1.946949,,Some concerns,<p>Block randomisation with a block size of 10 was used. Method of sequence generation not reported. Statistically significant imbalance between groups in frequency of pets at home.</p><p>Study investigators ensured that randomisation was successful with placebo and intervention groups being equal with respect to potential risk factors and confounders. Allocation concealment method not described. 54/156 excluded after randomisation as met exclusion criteria.</p>,Low risk,"<p>Placebo consisted of the carrier of the probiotic bacteria mixture - rice starch and maltodextrin. Both supplements were dispensed as a stable powder in identical individually packed sachets containing 3 g of material.</p><p>Double Blind (Participant, Caregiver, Investigator, Outcomes Assessor).</p>",Some concerns,"<p>58/156 (37%) post-randomisation losses - 54 exclusion criteria, 21 parental requests, 8 (all control group) excluded due to non-compliance. Completed study at 2 years: probiotic group 50/78 (64%); placebo group 48/78 (62%). 83 participants of the former P and A study participated in the follow-up study at the age of 6 years: probiotic group 39, placebo group 44.&nbsp;</p><p>High drop-out rate, although described to not be related to study intervention.</p>",Low risk,"<p>Primary outcomes: Incidence and severity of atopic disease at the age of 2 years. Incidence and prevalence of eczema at 2 years. Specific definitions for allergic disease or food hypersensitivity, or both, reported. Not all infants with parental reported eczema examined by physician.</p>",Some concerns,<p>No prespecified analysis plan. NCT00200954.</p>,High risk,<p>The study is judged to have some concerns for multiple domains in a way that substantially lowers confidence in the result.</p>
